wpsd_op_set_1,wpsd_op_set_2,wpsd_op_set_3,wpsd_sm_1,wpsd_sm_2,wpsd_sm_3,wpsd_sm_4,wpsd_sm_5,wpsd_sm_6,wpsd_sm_7,wpsd_sm_8,wpsd_sm_9,wpsd_sm_10,wpsd_sm_11,wpsd_sm_12,wpsd_sm_13,wpsd_sm_14,wpsd_sm_15,wpsd_sm_16,wpsd_sm_17,wpsd_sm_18,wpsd_sm_19,wpsd_sm_20,wpsd_sm_21
0.02664108022532668,0.044838215111768207,0.0,0.0,409.71707197327396,4214.243192558345,9018.972710122125,0.0,1.5902146637196168,732.4443857343144,56.355702473180585,47481.84615531853,0.0,300.78433211836284,669.9745482053763,53.99003955349981,34566.18598183632,34.3628398006473,0.0,2010.332047111862,0.0,0.0,0.0,0.0
0.15385929414852678,0.0586987747254305,0.0,0.0,171.65172822687367,2046.005257584696,4146.155362637052,0.0,0.9793124896869168,326.5994674066353,27.48662779782439,40270.71804636014,0.0,134.88556676476043,298.66461402397726,26.855985730801375,32214.411153572426,16.280228666670055,0.0,1015.5825373245711,0.0,0.0,0.0,0.0
0.11863768554665602,0.07684995822929126,0.0,0.0,249.1186390947235,3198.5304054731655,5431.947487229656,0.0,0.36946368912797567,632.6424039243099,75.85409037313116,31236.035898453738,0.0,177.71456419189022,554.3512760492767,76.01592734090335,29095.929618367838,20.578292578148794,0.0,713.1005217262815,0.0,0.0,0.0,0.0
0.10112603092679165,0.0952279428111402,0.0,0.0,247.83013583141076,3116.06390191001,5383.648951716351,0.0,0.2498016555306521,605.8589709826728,63.674077273751635,22242.803257458523,0.0,178.77057398377144,538.3555655119261,66.58051555556567,21659.14113081026,21.387764694688848,0.0,711.1707891218407,0.0,0.0,0.0,0.0
0.05276695828412305,0.090230392623975,0.0,0.0,123.96608204022071,1541.8203613803582,2334.5397843022847,0.0,0.11662700821134461,259.7356305538294,24.83856674454946,10116.955823489676,0.0,89.76748477489375,248.7231818651832,28.081397026452198,9927.89043952745,10.827108446271133,0.0,293.61928640982546,0.0,0.0,0.0,0.0
0.12973224326443322,0.030706616523722415,0.0,0.0,188.68337377819645,1763.0092311304145,2907.6608505657186,0.0,0.12681199128515444,324.9265181841061,41.39393248826464,12857.277501266653,0.0,101.03266372121269,289.686207671453,43.22621120837357,12304.712556291277,12.49873056417446,0.0,460.7074286825143,0.0,0.0,0.0,0.0
0.15029662327986293,0.026122852956980115,0.0,0.0,335.8306119516639,3336.840130600861,5770.60601016979,0.0,0.479689720120257,589.7850239325243,57.45301344213806,18666.221698702015,0.0,180.61205468604157,520.0700996992341,60.98303884895791,17062.201429712164,22.730790509219812,0.0,945.604634570262,0.0,0.0,0.0,0.0
0.13540994767012055,0.04277250379141141,0.0,0.0,309.5252956819046,3501.1473733129533,5327.461939055184,0.0,0.41578391787303226,518.1648562057031,24.389589163870472,18220.71748946133,0.0,158.090644376646,411.8256086748596,25.040484546524226,15270.329708442552,21.317836055892254,0.0,959.0411056155375,0.0,0.0,0.0,0.0
0.13452511575662585,0.0544461308511646,0.0,0.0,315.92310148857047,3739.9359451833507,6442.711509281067,0.0,0.3605297917971969,647.4051820278253,65.25165339937685,17064.233029843534,0.0,200.19390550966565,566.5597043841016,63.712422043833946,15977.244163416768,24.625643433553847,0.0,937.5992153942865,0.0,0.0,0.0,0.0
0.13573432711832292,0.06506701896291567,0.0,0.0,152.99629371641004,1624.620267410552,2986.986936929163,0.0,0.18532735505066242,269.68582987701404,34.62367072695072,5683.017417630465,0.0,98.9070210785727,266.12651565329674,33.07796205449186,5834.314174166013,10.902067664296592,0.0,423.8080587769991,0.0,0.0,0.0,0.0
0.0663769641286265,0.0671353445756816,0.0,0.0,124.69615738899311,1111.7074442102037,2315.3127624670037,0.0,0.153390225840695,283.9023676101134,20.26714271522368,4132.948399071661,0.0,65.28033976094243,206.2479367688657,23.444963622100733,4467.8062457072565,9.61559889307008,0.0,299.9405362576254,0.0,0.0,0.0,0.0
0.013082593257699823,0.04531772474411461,0.0,0.0,148.84757035491924,1547.746591933923,3068.9419519585067,0.0,0.22980171727138968,324.63270304238813,30.68252396543089,4908.863718489486,0.0,86.2169794195966,262.415624767193,31.815853137489178,4786.142567619347,12.540832081101163,0.0,470.84520740942605,0.0,0.0,0.0,0.0
0.06614978266043679,0.014228468923015472,0.0,0.0,149.58385369513147,1484.3304851444527,3269.3202546801153,0.0,0.12056660450177314,313.65603376352186,33.02860275137955,6851.912763364294,0.0,91.4595099449743,258.8041853807024,31.326646257387615,6315.748833400392,12.595098083541558,0.0,533.8286215416157,0.0,0.0,0.0,0.0
0.029469937544910806,0.05099342954812227,0.0,0.0,138.5063403124495,1396.1101693968867,2977.012089066444,0.0,0.08352947575865946,259.7699602197217,19.467057892299888,4617.720889335538,0.0,77.33345981672007,204.14838932524412,17.9982289164047,3601.769875326498,11.195794570043917,0.0,526.492628944505,0.0,0.0,0.0,0.0
0.11156006218199964,0.05207542185652416,0.0,0.0,104.82851872868942,1380.7939190725544,2146.8436592838484,0.0,0.1990901036622843,198.02778299655176,14.378472655499325,14043.90377774325,0.0,63.83798198704753,167.2310556020828,13.200545572382579,12188.094065638568,9.277138755765042,0.0,447.972225476971,0.0,0.0,0.0,0.0
0.16062922885907738,0.04240683126618863,0.0,0.0,117.11792468801023,1693.7206286685325,2479.1645761117443,0.0,0.3056122392166164,236.15123032874757,28.61005144281683,17270.26655636934,0.0,87.90750258383999,232.6431851504947,27.90017367270751,15289.246395605014,11.433067328582073,0.0,459.5201241067128,0.0,0.0,0.0,0.0
